authfull,inst_name,cntry,np6021,firstyr,lastyr,rank (ns),nc9621 (ns),h21 (ns),hm21 (ns),nps (ns),ncs (ns),cpsf (ns),ncsf (ns),npsfl (ns),ncsfl (ns),c (ns),npciting (ns),cprat (ns),np6021 cited9621 (ns),self%,rank,nc9621,h21,hm21,nps,ncs,cpsf,ncsf,npsfl,ncsfl,c,npciting,cprat,np6021 cited9621,np6021_d,nc9621_d,sm-subfield-1,sm-subfield-1-frac,sm-subfield-2,sm-subfield-2-frac,sm-field,sm-field-frac,rank sm-subfield-1,rank sm-subfield-1 (ns),sm-subfield-1 count
"Triki, Houria",Université Badji Mokhtar - Annaba,dza,223,2002,2022,151680,3623,34,16.94920635,2,15,105,1542,117,1628,3.282153104,1900,1.906842105,209,0.2975,117480,5157,41,20.43253968,2,22,105,2092,117,2207,3.441673471,2424,2.127475248,214,1,20,Optics,0.31838565,Optoelectronics & Photonics,0.098654709,Physics & Astronomy,0.677130045,474,545,64044
"Bouarissa, Nadir",Université Mohamed Boudiaf - M'sila,dza,347,1994,2022,168186,1925,21,14.86666667,35,229,88,434,226,1509,3.238542504,1391,1.383896477,259,0.5677,39951,4453,39,27.33333333,35,1030,88,1624,226,3628,3.815384521,1773,2.511562324,302,4,28,Applied Physics,0.389048991,General Physics,0.16426513,Physics & Astronomy,0.76945245,1090,4864,289917
"Benchohra, Mouffak",Université Djillali Liabes de Sidi Bel Abbes,dza,379,2000,2022,172579,4843,31,18.95,2,1,166,2478,233,3110,3.227608245,3048,1.588910761,278,0.2355,132192,6335,35,21.78333333,2,4,166,3084,233,3997,3.394682491,3464,1.828810624,324,22,240,General Mathematics,0.482849604,Applied Mathematics,0.345646438,Mathematics & Statistics,0.934036939,808,1095,61457
"Speck-Planche, Alejandro",Universidad San Francisco de Quito,ecu,92,2009,2022,205880,1520,25,13.51190476,7,42,60,1145,74,1188,3.151078996,673,2.258543834,82,0.3783,137875,2445,34,16.91468254,7,62,60,1846,74,1917,3.377663003,810,3.018518519,85,0,14,Medicinal & Biomolecular Chemistry,0.369565217,Organic Chemistry,0.141304348,Chemistry,0.630434783,503,842,94672
"Sappa, Angel",Escuela Superior Politecnica del Litoral Ecuador,ecu,169,1997,2022,321112,2169,21,10.83333333,6,35,34,301,95,745,2.946012412,1938,1.119195046,137,0.1289,328167,2490,22,11.95,6,37,34,341,95,871,2.9966658,2105,1.182897862,143,5,53,Artificial Intelligence & Image Processing,0.692307692,Industrial Engineering & Automation,0.076923077,Information & Communication Technologies,0.775147929,6582,6258,321592
"Torres-Carvajal, Omar",Pontificia Universidad Catolica del Ecuador,ecu,93,2002,2022,388245,1307,15,8.046083017,14,121,47,313,67,425,2.854417606,1139,1.147497805,80,0.2819,291217,1820,20,10.40921433,14,171,47,456,67,627,3.053461292,1430,1.272727273,83,0,0,Zoology,0.516129032,Evolutionary Biology,0.23655914,Biology,0.967741935,244,315,15151
"Stashans, Arvids",Universidad Tecnica Particular de Loja,ecu,115,1992,2017,419263,1277,15,10.7004329,3,12,48,519,100,857,2.816847883,1132,1.128091873,99,0.4372,185342,2269,26,15.53376623,3,71,48,971,100,1618,3.255386354,1321,1.717638153,112,0,7,Applied Physics,0.243478261,Chemical Physics,0.217391304,Physics & Astronomy,0.669565217,5703,12914,289917
"Hernandez, Wilmar",Universidad de las Americas - Ecuador,ecu,118,1995,2022,508449,393,11,9.840909091,29,171,65,250,84,261,2.720897691,337,1.166172107,76,0.5338,290147,843,17,11.83495671,29,352,65,525,84,568,3.055172945,511,1.649706458,94,5,13,Electrical & Electronic Engineering,0.347457627,Analytical Chemistry,0.220338983,Engineering,0.423728814,997,1950,106549
"Lantsoght, Eva O.L.",Universidad San Francisco de Quito,ecu,127,2011,2022,729060,352,9,5.866666667,12,61,90,298,109,344,2.535197963,255,1.380392157,54,0.6132,346168,910,18,9.8,12,68,90,830,109,891,2.971516724,357,2.549019608,80,0,4,Civil Engineering,0.626984127,Building & Construction,0.158730159,Engineering,0.698412698,878,2010,50610
"El Naschie, Mohamed S.",Alexandria University,egy,369,1974,2013,11577,5032,35,35,348,4930,365,5009,369,5032,4.121164059,1552,3.242268041,323,0.2398,7997,6619,41,41,348,6504,365,6594,369,6619,4.250835084,1834,3.609051254,343,0,58,Mathematical Physics,0.829268293,Mechanical Engineering & Transports,0.032520325,Physics & Astronomy,0.883468835,7,9,5580
"Khaled, Khaled F.",Ain Shams University,egy,98,1999,2021,12767,6681,42,30.97692308,33,2639,66,4539,79,5461,4.096008469,4546,1.469643643,91,0.0945,12943,7378,45,33.47692308,33,2853,66,4947,79,5932,4.133547902,4719,1.563466836,95,11,509,Energy,0.397959184,Materials,0.224489796,Enabling & Strategic Technologies,0.673469388,118,114,265592
"Aboul-Enein, Hassan Y.",National Research Centre,egy,1060,1972,2022,19873,14372,50,31.82222222,39,186,231,2227,869,11917,3.974545537,11888,1.208950202,929,0.1894,17422,17730,55,34.78650794,39,207,231,2907,869,14583,4.053473799,13116,1.351784081,949,4,604,Analytical Chemistry,0.592067989,Pharmacology & Pharmacy,0.079320113,Chemistry,0.774315392,99,102,107126
"Soliman, Ahmed M.","Cairo University, Faculty of Engineering",egy,455,1969,2022,22616,5961,38,29.08333333,169,1648,204,1796,430,5136,3.937870317,3105,1.919806763,341,0.2634,16331,8093,45,34.80952381,169,2076,204,2267,430,6949,4.071408377,3639,2.223962627,373,1,75,Electrical & Electronic Engineering,0.545253863,Networking & Telecommunications,0.273730684,Engineering,0.624724062,41,55,106549
"Shafik, A. A.",Cairo University,egy,541,1968,2016,24211,4238,31,25.73333333,287,1956,513,4160,532,4188,3.917892914,3036,1.395915679,419,0.2145,17844,5395,35,30.95,287,2823,513,5295,532,5337,4.046925586,3295,1.637329287,448,0,51,Obstetrics & Reproductive Medicine,0.231053604,Surgery,0.201478743,Clinical Medicine,0.88909427,126,191,87536
"Kabeel, Abd Elnaby",Tanta University,egy,302,1998,2022,25467,6766,45,27.66865079,8,452,122,3516,161,4494,3.902988418,3550,1.905915493,258,0.2982,18482,9641,57,31.5536075,8,508,122,4698,161,6117,4.037541882,3895,2.475224647,274,0,170,Energy,0.390728477,Mechanical Engineering & Transports,0.19205298,Enabling & Strategic Technologies,0.437086093,178,252,265592
"Rashad, Alaa M.",Housing and Building Research Center Egypt,egy,102,2007,2022,29230,3097,33,27.06666667,49,2144,78,2883,85,2894,3.863234372,2565,1.207407407,85,0.1652,28574,3710,34,28.73333333,49,2461,78,3392,85,3428,3.915604445,2666,1.391597899,91,0,101,Building & Construction,0.558823529,Materials,0.18627451,Built Environment & Design,0.568627451,35,37,34270
"Bhrawy, Ali H.",Beni-Suef University,egy,215,2006,2018,33377,6057,46,26.2765873,8,279,114,3283,131,3523,3.822838106,2951,2.052524568,208,0.2905,23054,8537,55,31.59444444,8,382,114,4433,131,4940,3.976945386,3452,2.473059096,210,3,94,Applied Mathematics,0.251162791,Numerical & Computational Mathematics,0.153488372,Mathematics & Statistics,0.511627907,55,74,18499
"Hussein, Mahmoud Rezk Abdelwahed",Assiut University,egy,164,2001,2022,36810,3659,32,21.3718254,36,1343,95,2851,136,3265,3.79284794,3404,1.074911868,148,0.1091,38786,4107,34,22.24801587,36,1417,95,3154,136,3618,3.824760792,3565,1.152033661,150,1,68,Oncology & Carcinogenesis,0.268292683,Dermatology & Venereal Diseases,0.213414634,Clinical Medicine,0.926829268,1685,1653,293195
"Shokeir, Ahmed A.","Mansoura University, Urology and Nephrology Center",egy,298,1972,2022,39480,5840,42,21.895671,20,433,95,2243,189,3430,3.770937773,5056,1.155063291,253,0.0681,43146,6267,44,22.78852814,20,455,95,2441,189,3675,3.792108459,5270,1.189184061,256,1,91,Urology & Nephrology,0.708053691,Surgery,0.080536913,Clinical Medicine,0.94966443,476,436,79729
"Corma, Avelino",Consejo Superior de Investigaciones Científicas,esp,1389,1978,2022,28,116694,152,86.93661241,29,9765,410,50939,899,81564,5.273678327,73268,1.59270077,1315,0.089,26,128092,160,91.68863261,29,10090,410,55072,899,88916,5.293564805,75444,1.697842108,1327,1,713,Physical Chemistry,0.363832853,Organic Chemistry,0.255763689,Chemistry,0.775936599,1,1,37102
"Esteller, Manel",Institució Catalana de Recerca i Estudis Avançats,esp,690,1994,2022,120,75690,132,56.36517304,31,10484,68,21347,325,49101,5.020712004,55112,1.373385107,636,0.0828,128,82520,138,58.91621822,31,10785,68,22773,325,52629,5.035688325,57763,1.42859616,642,4,705,Oncology & Carcinogenesis,0.370101597,Developmental Biology,0.195936139,Clinical Medicine,0.63425254,7,7,293195
"Posada, David",Universidade de Vigo,esp,164,1998,2022,648,66430,51,25.94145577,12,9219,29,34539,86,51569,4.717736206,53953,1.231256835,155,0.0233,699,68013,54,28.25097958,12,9261,29,34903,86,52284,4.730730596,54569,1.246366985,157,0,72,Evolutionary Biology,0.317073171,Developmental Biology,0.152439024,Biology,0.420731707,11,12,27371
"Herrera, Francisco",Universidad de Granada,esp,726,1992,2022,780,57273,112,58.99844877,4,516,70,12699,578,48384,4.685932205,33152,1.727588079,656,0.1314,682,65938,122,63.97463925,4,575,70,14181,578,55155,4.735201493,34603,1.905557322,671,7,1618,Artificial Intelligence & Image Processing,0.809392265,Networking & Telecommunications,0.020718232,Information & Communication Technologies,0.933701657,17,19,321592
"Liz-Marzán, Luis M.","Centro de Investigación Biomédica en Red de Bioingeniería, Biomateriales y Nanomedicina",esp,575,1990,2022,836,52568,121,54.66014914,7,1798,27,4710,327,34358,4.673289014,36718,1.431668392,531,0.1096,812,59040,129,58.89510585,7,1880,27,4989,327,38073,4.703943828,38466,1.534861956,537,8,723,Nanoscience & Nanotechnology,0.330434783,Chemical Physics,0.165217391,Enabling & Strategic Technologies,0.464347826,25,25,103235
"Armand, Michel",Basque Research and Technology Alliance (BRTA),esp,432,1972,2022,1008,60476,81,34.74030224,10,1649,28,19421,151,41646,4.643591309,43276,1.397448932,403,0.0632,989,64556,89,38.06017959,10,1714,28,19878,151,43112,4.671759902,44356,1.455406258,406,0,388,Energy,0.469907407,Nanoscience & Nanotechnology,0.131944444,Enabling & Strategic Technologies,0.69212963,9,9,265592
"Niinemets, Ülo",Estonian University of Life Sciences,est,411,1994,2022,2048,27193,77,42.2129395,34,3350,110,8809,230,13108,4.516109518,17372,1.565335022,387,0.2073,1364,34306,91,48.66703401,34,3831,110,10765,230,16390,4.617336344,19144,1.791997493,391,0,71,Plant Biology & Botany,0.503649635,Ecology,0.163017032,Biology,0.763990268,6,11,148322
"Zobel, Martin",Ökoloogia ja Maateaduste Instituut,est,209,1988,2022,12890,15517,61,25.89168831,8,1078,25,2123,112,9113,4.093837967,11888,1.305265814,198,0.1547,12818,18357,65,27.98101232,8,1126,25,2291,112,10460,4.136162066,12986,1.413599261,199,0,45,Ecology,0.598086124,Plant Biology & Botany,0.162679426,Biology,0.870813397,236,234,59970
"Raidal, M.","National Institute of Chemical Physics and Biophysics, Tallinn",est,640,1993,2017,24377,32531,86,22.44082375,7,302,16,798,74,3285,3.915877758,18612,1.747850849,623,0.3962,19782,53877,109,23.87775505,7,307,16,955,74,3833,4.01824464,24863,2.166954913,630,0,1025,Nuclear & Particle Physics,0.8421875,General Physics,0.121875,Physics & Astronomy,1,321,363,141567
"Hollebeek, Linda D.",Tallinna Tehnikaülikool,est,73,2007,2022,31776,7310,33,15.41785714,6,1282,32,3402,57,5481,3.837985442,3675,1.989115646,64,0.1147,31767,8257,35,16.61785714,6,1426,32,3841,57,6204,3.885109665,3799,2.173466702,65,0,135,Marketing,0.611940299,"Sport, Leisure & Tourism",0.044776119,Economics & Business,0.895522388,50,59,12338
"Koivisto, Tomi S.","National Institute of Chemical Physics and Biophysics, Tallinn",est,109,2005,2022,40206,4981,37,22.2297619,11,729,40,2200,67,2792,3.765237046,3142,1.58529599,103,0.2415,34334,6567,43,24.4297619,11,874,40,2647,67,3463,3.861737585,3693,1.778229082,105,0,7,Nuclear & Particle Physics,0.880733945,General Physics,0.04587156,Physics & Astronomy,0.981651376,608,635,141567
"Asfaw, Zemede",Addis Ababa University,eth,65,1988,2022,361643,2498,20,10.76547619,6,67,9,153,16,365,2.889226313,1954,1.278403275,57,0.1167,388782,2828,21,11.01547619,6,71,9,167,16,393,2.915621075,2188,1.29250457,58,4,68,Medicinal & Biomolecular Chemistry,0.446153846,Plant Biology & Botany,0.153846154,Chemistry,0.446153846,2007,1826,94672
"Kassa, Getachew Mullu",Debre Markos University,eth,63,2011,2022,403341,13929,25,5.814426706,1,30,8,152,18,212,2.835678115,12629,1.102937683,53,0.1653,453831,16688,25,5.815845146,1,30,8,154,18,217,2.839981706,14372,1.161146674,53,1,72,General & Internal Medicine,0.285714286,Public Health,0.142857143,Clinical Medicine,0.666666667,5881,5628,311132
"Laakso, Markku",Itä-Suomen yliopisto,fin,966,1981,2022,540,98120,138,47.42834936,34,2395,103,6293,364,29861,4.751428409,73504,1.334893339,891,0.1514,539,115625,148,49.96665257,34,2486,103,6771,364,31821,4.779793812,80047,1.444463877,898,1,1038,Endocrinology & Metabolism,0.332298137,Cardiovascular System & Hematology,0.161490683,Clinical Medicine,0.743271222,25,26,84176
"Hanski, Ilkka",Helsingin Yliopisto,fin,273,1977,2020,653,26214,82,52.27524485,50,6581,106,15444,237,23728,4.717189847,17450,1.502234957,264,0.1039,619,29253,90,56.22203972,50,6824,106,16554,237,26246,4.752896503,18116,1.614760433,266,0,69,Ecology,0.560885609,Evolutionary Biology,0.180811808,Biology,0.874538745,11,14,59970
"Yki-Järvinen, Hannele",Helsingin Yliopisto,fin,448,1979,2022,704,38275,101,48.88824993,42,4605,112,9290,300,25608,4.70413392,29156,1.312765811,423,0.0904,755,42080,107,50.16726536,42,4703,112,9762,300,27803,4.718441135,30485,1.380350992,426,0,364,Endocrinology & Metabolism,0.511160714,Cardiovascular System & Hematology,0.091517857,Clinical Medicine,0.875,30,30,84176
"Ahmed, Mohammed Rafiuddin",University of the South Pacific,fji,82,1998,2022,265326,1415,20,12.81666667,2,62,21,398,54,1078,3.035964933,1213,1.166529266,63,0.0976,281841,1568,21,13.06666667,2,73,21,436,54,1159,3.068518044,1279,1.22595778,69,1,41,Mechanical Engineering & Transports,0.414634146,Energy,0.365853659,Engineering,0.573170732,2216,1952,125973
"Prasad, Surendra",University of the South Pacific,fji,87,1986,2022,271848,1679,23,12.82619048,8,75,22,261,50,740,3.024571233,1562,1.074903969,78,0.1877,219248,2067,25,16.05952381,8,132,22,379,50,972,3.182647851,1666,1.240696279,81,0,32,Analytical Chemistry,0.436781609,General Chemistry,0.149425287,Chemistry,0.75862069,1886,2389,107126
"Cirrincione, Maurizio",University of the South Pacific,fji,202,1996,2022,324050,2505,25,12.20119048,1,1,59,1233,94,1558,2.941728374,2159,1.160259379,151,0.222,294313,3220,31,14.06785714,1,1,59,1553,94,1981,3.04851929,2451,1.31374949,171,2,68,Electrical & Electronic Engineering,0.638613861,Energy,0.084158416,Engineering,0.737623762,1015,1114,106549
"Arkhipkin, Alexander",Falkland Islands Government Fisheries Department,flk,156,1991,2022,78429,2733,28,19.43409091,19,432,79,1462,108,1943,3.53877226,1752,1.559931507,142,0.2342,64752,3569,34,21.99361472,19,522,79,1923,108,2513,3.659613179,2027,1.760730143,146,0,0,Marine Biology & Hydrobiology,0.470967742,Fisheries,0.348387097,Biology,0.548387097,519,643,44860
"Kroemer, Guido",Institut de Cancerologie Gustave Roussy,fra,1455,1984,2022,39,189381,203,78.37125508,31,2960,110,23042,904,142403,5.220905369,117698,1.609041785,1358,0.1172,35,214514,221,82.5235099,31,3066,110,24399,904,157016,5.247924499,122719,1.748009681,1371,2,1155,Immunology,0.239339752,Biochemistry & Molecular Biology,0.165061898,Clinical Medicine,0.534387895,3,3,138599
"Lehn, Jean Marie",Université de Strasbourg,fra,950,1961,2022,106,63396,116,74.76428571,69,14996,144,18410,591,42593,5.049392795,38948,1.62770874,882,0.1075,99,71030,125,79.97619048,69,15739,144,19344,591,47186,5.079082071,40438,1.756516148,890,2,245,Organic Chemistry,0.318376068,General Chemistry,0.302350427,Chemistry,0.777777778,1,1,154108
"de Gennes, Pierre Gilles",Collège de France,fra,328,1958,2010,136,38752,82,70.65277778,180,25829,214,28914,312,36773,5.009174535,33481,1.157432574,290,0.0123,167,39234,84,70.65277778,180,25881,214,29083,312,37191,4.994568967,33767,1.161903634,291,0,131,Fluids & Plasmas,0.265671642,Applied Physics,0.220895522,Physics & Astronomy,0.734328358,3,3,48581
"Karplus, Martin",Université de Strasbourg,fra,796,1956,2022,146,94323,132,80.84618911,39,3312,93,9992,670,85032,4.998568683,61360,1.537206649,736,0.078,143,102304,139,86.95452244,39,3368,93,10283,670,91982,5.01620913,63056,1.622430855,745,0,199,Chemical Physics,0.350374065,Biochemistry & Molecular Biology,0.190773067,Physics & Astronomy,0.445137157,5,5,95895
"Møller, A. P.","Laboratoire Écologie, Systématique et Évolution",fra,1002,1980,2022,187,42871,103,79.61560847,187,9361,422,19997,762,34888,4.963069705,24813,1.727763672,936,0.1895,127,52892,116,86.80780978,187,10625,422,23969,762,42351,5.036312038,26573,1.990441426,962,0,132,Ecology,0.274274274,Evolutionary Biology,0.239239239,Biology,0.627627628,2,2,59970
"Tarascon, Jean Marie",Collège de France,fra,791,1978,2022,207,127866,130,53.41195194,18,1525,82,22224,519,101535,4.947840926,76082,1.680634053,718,0.0363,225,132685,134,55.97071817,18,1557,82,22602,519,105092,4.949821466,77257,1.717449551,728,0,960,Energy,0.294936709,Applied Physics,0.196202532,Enabling & Strategic Technologies,0.594936709,2,2,265592
"Chambon, Pierre",Collège de France,fra,937,1958,2019,287,105345,168,67.74120445,15,3215,37,3708,440,46646,4.88220581,63951,1.647276821,876,0.1013,276,117219,181,72.90288583,15,3401,37,3895,440,50357,4.910822444,67118,1.746461456,878,0,289,Developmental Biology,0.432518597,Biochemistry & Molecular Biology,0.209351753,Biomedical Research,0.692879915,18,21,127685
"Dehaene, Stanislas",Collège de France,fra,433,1986,2022,291,59628,120,54.52982018,22,3036,92,24861,276,45117,4.881217768,29890,1.994914687,403,0.0863,285,65260,128,58.05912421,22,3141,92,26438,276,48850,4.905037113,30882,2.113205103,407,0,169,Neurology & Neurosurgery,0.363636364,Experimental Psychology,0.361305361,Clinical Medicine,0.44988345,33,33,305851
"Hall, Elisabeth O.C.",University of the Faroe Islands,fro,57,1994,2022,276937,1405,20,12.11666667,8,111,15,232,34,916,3.015835642,1269,1.107171001,54,0.1158,272632,1589,22,13.36666667,8,132,15,272,34,1040,3.083806798,1369,1.160701242,54,0,10,Nursing,0.789473684,Applied Ethics,0.087719298,Public Health & Health Services,0.859649123,841,932,50863
"Friston, Karl",University College London,gbr,1166,1989,2022,6,162208,184,97.86905872,91,15161,227,59502,702,112021,5.431754905,88447,1.833957059,1051,0.105,4,181232,199,105.8067932,91,16136,227,65008,702,124991,5.467310245,91295,1.985125144,1069,0,315,Neurology & Neurosurgery,0.539586919,Experimental Psychology,0.111876076,Clinical Medicine,0.699655766,1,1,305851
"Barnes, Peter J.",National Heart and Lung Institute,gbr,1821,1974,2022,10,133085,179,109.0144237,368,22848,494,38632,1148,84063,5.410428008,79522,1.673562033,1625,0.1073,8,149085,191,114.964748,368,24248,494,41112,1148,92275,5.43489806,82601,1.804881297,1637,0,1242,Respiratory System,0.374655647,Pharmacology & Pharmacy,0.170798898,Clinical Medicine,0.896969697,1,1,60663
"Altman, Douglas",University of Oxford,gbr,1046,1972,2020,11,428620,227,100.6761635,77,4459,197,21608,501,194512,5.40933054,315584,1.358180389,961,0.0315,11,442562,232,102.9688079,77,4622,197,22358,501,198337,5.403227135,319090,1.38695039,968,0,1955,General & Internal Medicine,0.362068966,Oncology & Carcinogenesis,0.049808429,Clinical Medicine,0.844827586,1,1,311132
"Rutter, Michael",King's College London,gbr,631,1958,2022,54,77042,136,80.92009808,198,17220,282,26457,441,48458,5.159948888,49788,1.54740098,577,0.0772,59,83488,142,82.18120919,198,17819,282,27941,441,51591,5.166506903,51232,1.629606496,582,2,424,Developmental & Child Psychology,0.40063593,Psychiatry,0.209856916,Psychology & Cognitive Sciences,0.538950715,1,1,19061
"Kisi, Ozgur",Ilia State University (ISU),geo,457,2001,2022,4525,13353,60,44.13928571,60,2667,137,5538,272,9360,4.343585706,7206,1.853039134,411,0.2313,3066,17371,69,52.58214286,60,3352,137,6911,272,11912,4.46046595,8018,2.166500374,423,1,312,Environmental Engineering,0.426695842,Meteorology & Atmospheric Sciences,0.094091904,Engineering,0.564551422,6,8,54000
"Williamson, David F.",Centers for Disease Control and Prevention,geo,231,1986,2019,7196,42090,81,27.58105361,15,536,36,3997,84,10637,4.238542852,35511,1.185266537,209,0.0381,8368,43758,84,28.2469627,15,548,36,4077,84,10982,4.239915645,36388,1.202539299,211,0,284,Endocrinology & Metabolism,0.186956522,General & Internal Medicine,0.156521739,Clinical Medicine,0.565217391,250,213,84176
"Vaccarino, Viola",Rollins School of Public Health,geo,473,1987,2022,11056,29015,88,28.99422962,11,113,61,5239,202,11376,4.132736896,24028,1.207549526,420,0.0968,11760,32124,90,29.67702738,11,127,61,5841,202,12640,4.157077472,25463,1.261595256,431,0,236,Cardiovascular System & Hematology,0.395348837,Psychiatry,0.135306554,Clinical Medicine,0.841437632,561,533,199278
"Pajares, Frank",Emory University,geo,49,1994,2018,11450,9508,35,22.91666667,11,3388,32,6673,45,9124,4.123492297,6173,1.540255953,47,0.0292,13886,9794,35,22.91666667,11,3432,32,6860,45,9392,4.114745305,6226,1.57308063,47,0,318,Education,0.591836735,General Psychology & Cognitive Sciences,0.102040816,Social Sciences,0.795918367,47,34,79338
"Adom, Philip Kofi",Ghana Institute of Management and Public Administration (GIMPA),gha,53,2011,2022,284139,785,15,10.15,12,207,41,652,47,712,3.003855138,636,1.23427673,45,0.2243,235490,1012,17,13.68333333,12,270,41,833,47,916,3.150399206,701,1.443651926,48,2,8,Energy,0.471698113,Environmental Sciences,0.169811321,Enabling & Strategic Technologies,0.490566038,3258,4047,265592
"Amegah, A. Kofi",University of Cape Coast Ghana,gha,45,2012,2022,302899,10760,19,6.739464422,5,43,21,452,23,453,2.973450449,10343,1.040317123,36,0.1165,324011,12179,20,7.072797755,5,45,21,485,23,486,3.002773358,11382,1.070022843,36,0,82,General & Internal Medicine,0.177777778,Toxicology,0.155555556,Clinical Medicine,0.511111111,4089,4112,311132
"Agyenim, Francis Boateng",CSIR - Institute of Industrial Research,gha,13,2007,2022,322229,2291,10,4.375,1,51,11,2252,13,2291,2.944362285,1935,1.183979328,13,0.0197,370872,2337,10,4.375,1,51,11,2296,13,2337,2.938614789,1959,1.19295559,13,0,39,Energy,0.769230769,Building & Construction,0.076923077,Enabling & Strategic Technologies,0.769230769,5674,4716,265592
"Amonoo-Kuofi, Harold",University of Cape Coast Ghana,gha,24,1982,2019,359931,451,13,10.08333333,9,301,18,411,20,438,2.891477444,388,1.162371134,22,0.0196,416663,460,13,10.14583333,9,301,18,411,20,438,2.881896454,396,1.161616162,22,1,13,Anatomy & Morphology,0.625,Nutrition & Dietetics,0.083333333,Biomedical Research,0.791666667,105,92,6666
"Asamoah-Gyadu, J. Kwabena",Trinity Theological Seminary,gha,44,2004,2022,570705,248,9,9,44,248,44,248,44,248,2.662384372,210,1.180952381,34,0.0462,639875,260,9,9,44,260,44,260,44,260,2.666178022,222,1.171171171,34,0,1,Religions & Theology,0.744186047,,0.279069767,Philosophy & Theology,0.953488372,198,171,8637
"Prentice, Andrew M.",London School of Hygiene & Tropical Medicine,gmb,542,1981,2022,2149,32578,87,42.60634734,53,1798,120,7127,274,17072,4.505296985,25355,1.284874778,474,0.0943,2263,35969,92,44.9657971,53,1860,120,7451,274,18346,4.52577544,26783,1.342978755,486,0,239,Nutrition & Dietetics,0.276752768,General & Internal Medicine,0.119926199,Clinical Medicine,0.483394834,14,12,44337
"D'Alessandro, Umberto",London School of Hygiene & Tropical Medicine,gmb,372,1992,2022,64682,10655,49,19.90260144,9,76,24,805,134,3874,3.607452075,8339,1.277731143,347,0.2029,60628,13367,58,21.28151418,9,82,24,902,134,4723,3.681686539,9587,1.394283926,356,0,69,Tropical Medicine,0.469002695,Microbiology,0.132075472,Clinical Medicine,0.725067385,128,126,33722
"Bojang, Kalifa A.",London School of Hygiene & Tropical Medicine,gmb,118,1992,2022,175845,5743,38,9.847831166,3,50,16,747,25,878,3.219665961,4815,1.192731049,114,0.2205,176524,7368,43,9.567485495,3,50,16,926,25,1108,3.276006137,5829,1.264024704,115,0,36,Tropical Medicine,0.262711864,General & Internal Medicine,0.161016949,Clinical Medicine,0.576271186,430,421,33722
"Aaby, Peter",Bandim Health Project,gnb,648,1978,2022,26063,15899,63,24.65026677,17,133,131,2415,296,6096,3.89621729,10767,1.47664159,594,0.3106,15934,23062,75,30.28689876,17,162,131,4307,296,9644,4.078054453,12456,1.8514772,606,0,98,Virology,0.158950617,Microbiology,0.154320988,Clinical Medicine,0.49382716,120,187,65731
"Chrousos, George P.",Ethnikó ke Kapodistriakó Panepistímio Athinón,grc,1589,1977,2022,242,89105,141,66.98736089,35,3485,102,8213,779,51432,4.91513984,63849,1.39555827,1385,0.1138,220,100549,153,71.92421594,35,3791,102,9019,779,57550,4.954649088,66983,1.501112223,1415,3,859,Endocrinology & Metabolism,0.359771574,General & Internal Medicine,0.049492386,Clinical Medicine,0.864847716,10,10,84176
"Trichopoulou, Antonia","Hellenic Health Foundation, Athens",grc,1001,1984,2022,3781,62820,109,30.90434266,15,363,72,8106,183,12626,4.383109849,48411,1.297638966,950,0.1596,3707,74751,120,32.13631618,15,390,72,8820,183,13853,4.421668644,53606,1.394452114,960,0,639,Oncology & Carcinogenesis,0.326673327,Nutrition & Dietetics,0.236763237,Clinical Medicine,0.503496503,158,169,293195
"Roukos, Dimitrios",Academy of Athens,grc,297,1988,2022,4072,8683,69,53.36516317,83,3364,136,4994,257,7471,4.366909668,3112,2.790167095,222,0.1572,3590,10302,79,54.61516317,83,3906,136,5915,257,8867,4.428111118,3448,2.987819026,232,0,64,Oncology & Carcinogenesis,0.35016835,Pharmacology & Pharmacy,0.03030303,Clinical Medicine,0.895622896,153,185,293195
"Latgé, Jean Paul","Institute of Molecular Biology and Biotechnology, Foundation for Research and Technology-Hellas",grc,410,1974,2022,4420,21017,75,32.29839558,20,3027,53,3867,193,11154,4.348794511,11983,1.75390136,377,0.1687,4086,25281,86,34.46110509,20,3157,53,4111,193,12870,4.400759968,12997,1.945141186,382,0,111,Microbiology,0.534146341,Immunology,0.082926829,Biomedical Research,0.746341463,89,102,175943
"Stefanadis, Christodoulos",Athens Medical Center,grc,1690,1982,2022,4458,60872,95,39.85650877,44,165,137,3596,1185,30270,4.346786756,50799,1.198291305,1441,0.1746,3641,73750,104,44.62126524,44,196,137,4409,1185,36375,4.425553818,56470,1.306003188,1494,2,672,Cardiovascular System & Hematology,0.611966825,Medicinal & Biomolecular Chemistry,0.047393365,Clinical Medicine,0.866113744,191,224,199278
"Falagas, Matthew E.",Alfa Institute of Biomedical Sciences (AIBS),grc,725,1995,2022,5955,40879,98,54.74122833,9,8,276,18287,667,33198,4.283414454,33069,1.236172851,664,0.0512,6900,43086,101,55.92499457,9,8,276,19322,667,35145,4.285179707,33737,1.277114148,670,0,646,Microbiology,0.348965517,General & Internal Medicine,0.062068966,Biomedical Research,0.474482759,174,148,175943
"Hatziargyriou, Nikos D.",National Technical University of Athens,grc,548,1980,2022,7554,25749,64,34.55377302,8,533,66,3622,390,15510,4.226970862,20627,1.248315315,435,0.0565,8124,27290,67,36.92043969,8,561,66,3810,390,16444,4.246933219,21447,1.272439036,466,6,534,Energy,0.621323529,Electrical & Electronic Engineering,0.183823529,Enabling & Strategic Technologies,0.654411765,74,67,265592
